,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
1992,1022,72.84,2024-06-17 23:35:28 UTC,-52.23488256509947,-15.277793796050855,-54.85993040250625,-18.809832124927432,3
5455,1023,28.35,2024-06-22 23:35:28 UTC,-41.82814110191086,-19.70641524277248,-36.27901137282634,-18.271954182554424,4
1103,1024,76.69,2023-10-24 23:35:28 UTC,-48.41272899952084,-15.507820954138246,-45.97123562839907,-29.582525732935984,4
3457,1025,61.65,2023-09-18 23:35:28 UTC,-49.60858378665266,-15.507484983185105,-49.422244804515,-8.283064639390293,4
8203,1026,23.31,2024-06-25 23:35:28 UTC,-66.62081016077553,-22.030813312477584,-59.50144557596911,-25.07351547453087,2
1539,1027,19.96,2024-05-24 23:35:28 UTC,-70.18829236253107,-24.030116077008216,-65.9041127476897,-18.076811454939936,2
9931,1028,44.85,2024-06-19 23:35:28 UTC,-40.91225506855353,-15.79972473666512,-45.87007795442684,-23.966022000079803,2
4704,1029,59.43,2024-05-01 23:35:28 UTC,-68.57683661503505,-10.530300061178185,-70.12954998304136,-3.5149738090715807,1
2914,1030,72.41,2024-05-11 23:35:28 UTC,-35.11094779936958,-22.277959376148395,-37.31745874199063,-13.206554811414716,3
5010,1031,86.99,2023-10-24 23:35:28 UTC,-39.57150750582239,-11.520150093179073,-41.470807272683174,-9.410413345902814,4
9710,1032,96.01,2023-10-13 23:35:28 UTC,-47.22723866159586,-12.057547214942378,-57.476438106667416,-22.960347403051138,1
7111,1033,20.21,2024-01-01 23:35:28 UTC,-48.71284881976585,-11.926312766607705,-65.77222340573039,-12.824926652358641,2
5849,1034,78.65,2023-07-17 23:35:28 UTC,-64.27117913011092,-19.35664862327335,-73.79430655136572,-5.906673689719813,3
9957,1035,90.17,2023-10-11 23:35:28 UTC,-70.31756523400676,-18.965329750021276,-56.39364128688435,-29.36807981749245,2
2891,1036,24.07,2024-04-22 23:35:28 UTC,-40.363322845231764,-3.1534033041416087,-53.05728701963251,0.9130455530819219,3
2230,1037,13.67,2024-05-22 23:35:28 UTC,-45.66466552851108,-18.808430719412833,-48.38556963737135,-16.168712220690637,3
5203,1038,92.43,2023-08-20 23:35:28 UTC,-61.60616847114581,-25.778700953782533,-65.3459120224742,-18.733119991577713,3
2492,1039,74.23,2024-05-23 23:35:28 UTC,-41.98432261233331,-3.5464064979941554,-55.179815591313535,-11.395390932929118,1
5475,1040,18.64,2023-09-14 23:35:28 UTC,-68.63676249509358,-32.51797353794737,-71.02185643085578,-30.65622037681759,3
8224,1041,22.52,2024-01-16 23:35:28 UTC,-59.872089130580996,-19.887636157588233,-69.96647850093106,-5.7693956796571015,1
3439,1042,80.79,2023-07-22 23:35:28 UTC,-57.55366047980796,2.3915501990422783,-44.48835881303169,-5.814018524387681,3
7369,1043,95.98,2024-05-05 23:35:28 UTC,-72.20288119749745,-12.323668306832914,-70.35244648322771,-14.481184938256288,3
1110,1044,70.1,2024-02-19 23:35:28 UTC,-37.439105649600585,1.644223550174523,-41.93981236726697,-9.490493648136528,2
9686,1045,11.5,2023-11-04 23:35:28 UTC,-46.92246326584604,-18.742768460166584,-59.25184401919985,-19.528023157003158,4
7110,1046,12.31,2023-08-25 23:35:28 UTC,-49.313348031039766,-33.66922580727496,-35.511741646198686,-31.453030755471705,4
2709,1047,43.72,2024-01-20 23:35:28 UTC,-41.35585749187128,-12.155711240179858,-51.74336966099867,-21.82927985584118,3
6671,1048,97.61,2023-12-05 23:35:28 UTC,-58.90149131248196,-18.16676975880565,-58.28641828565445,-19.566984557628373,4
6083,1049,21.42,2023-07-29 23:35:28 UTC,-68.48098232865837,-24.30328304607616,-68.34506296322186,-27.67553097730331,1
1232,1050,53.71,2024-05-16 23:35:28 UTC,-58.26666574067399,-0.12792355014148882,-59.8505295403606,1.4107160071916667,4
5282,1051,32.82,2024-05-06 23:35:28 UTC,-39.03500845932118,2.143662786064972,-49.9285095014497,1.231395361880793,2
3150,1052,23.63,2024-02-25 23:35:28 UTC,-61.219233985641765,-12.699311874365716,-53.42370594327075,-10.253619303491224,1
2118,1053,41.22,2024-01-29 23:35:28 UTC,-71.51526499341415,-33.301793066442684,-60.5810118932944,-25.69357293121548,4
7282,1054,25.62,2024-03-17 23:35:28 UTC,-52.334580603408156,-14.66663570158368,-51.963989977957525,-9.416885322586573,1
9879,1055,66.87,2024-05-21 23:35:28 UTC,-57.81349313230795,1.8022159573001773,-46.522764722817676,-5.147462023878116,1
7170,1056,17.0,2024-03-27 23:35:28 UTC,-39.66280092316825,-32.69500168583686,-45.31560454134112,-30.59313817674864,1
9002,1057,67.19,2024-03-12 23:35:28 UTC,-39.85750275675402,-15.157017252002369,-42.65018357492286,-10.718802709150314,2
3979,1058,76.48,2023-12-29 23:35:28 UTC,-37.071924416353454,-7.707499330237461,-46.47913467043476,-0.6953758303905886,1
6635,1059,62.34,2024-05-03 23:35:28 UTC,-64.22746149523348,-16.457954408840422,-62.14416374953274,-0.8955691376876445,2
8698,1060,17.21,2024-02-18 23:35:28 UTC,-37.24673928595374,4.02996079423702,-48.72440312895217,-3.221728971308643,4
6276,1061,32.0,2023-09-10 23:35:28 UTC,-70.98752094382765,-15.308174055761047,-62.48011845329358,-22.608019991120024,1
8568,1062,18.3,2024-02-02 23:35:28 UTC,-39.50121775419525,-13.363118922328717,-53.34326702049357,-17.980182099187672,2
9543,1063,12.59,2024-02-23 23:35:28 UTC,-55.615635319535656,-17.29043112754664,-43.49652825732883,-24.97048498006192,3
7241,1064,95.81,2024-05-15 23:35:28 UTC,-56.17955339597634,-5.606803712848087,-47.48970904927682,-20.45202364663815,3
7993,1065,31.24,2023-11-22 23:35:28 UTC,-41.506159419951274,-26.46479750197208,-44.6603759576911,-25.9296722922301,3
7693,1066,86.18,2023-07-10 23:35:28 UTC,-51.16085101736262,-14.997181549979402,-41.60971244860923,-7.252935683343072,2
7080,1067,82.57,2024-05-07 23:35:28 UTC,-63.42034316997572,-28.620762656007113,-47.245379481523564,-26.112766660862395,2
8215,1068,88.84,2024-05-23 23:35:28 UTC,-52.88989950342247,-28.342846348525324,-48.758141221004905,-13.50021120138491,2
5628,1069,14.24,2023-10-11 23:35:28 UTC,-40.529091736905436,-4.112880550644498,-41.74536747305235,-0.3437079586667906,1
4271,1070,71.36,2023-09-23 23:35:28 UTC,-37.555511060220866,-17.44711495892608,-48.07560862819247,-10.884235208282785,2
7458,1071,81.69,2024-06-20 23:35:28 UTC,-73.55422178548338,-6.6442666726214235,-59.97677879543629,-10.360451919640592,1
2248,1072,16.88,2024-05-10 23:35:28 UTC,-39.371526099169756,-12.43312377923504,-52.30365089094771,-19.713426029509773,3
1935,1073,57.54,2024-06-15 23:35:28 UTC,-69.98858748992586,-11.62823926812204,-67.48726115928224,-10.427425656535956,3
6460,1074,81.76,2023-12-27 23:35:28 UTC,-52.755381721409236,-26.47638156775158,-70.70086389003033,-24.861541678434214,4
7146,1075,54.89,2024-02-24 23:35:28 UTC,-37.248815628204206,-10.536370098550282,-41.01209972196236,-15.489603963771295,4
2658,1076,42.72,2023-09-20 23:35:28 UTC,-48.28011946182697,-12.29199757522315,-46.96335320072019,4.027329395080933,2
1820,1077,40.36,2024-03-11 23:35:28 UTC,-57.39862790503885,-17.109455409012075,-52.29755074749173,-13.908876082924564,1
1088,1078,55.26,2023-09-30 23:35:28 UTC,-41.164911686788905,0.9862028675230476,-54.02884176481287,-11.30888864156362,2
5549,1079,28.92,2024-03-25 23:35:28 UTC,-36.119050591493,-22.356843682586415,-49.31993919362104,-28.220917683283076,3
6942,1080,88.66,2024-05-23 23:35:28 UTC,-42.702499362601074,-6.942410193458798,-51.358522212958576,-1.8768779403850395,1
8060,1081,55.35,2024-01-20 23:35:28 UTC,-46.53202982170469,2.7442684265942106,-38.0080806108976,-0.12289104235404835,4
2748,1082,52.3,2024-02-07 23:35:28 UTC,-65.77539811026719,-7.391696469175411,-65.87901388609829,-7.495368147229581,2
4314,1083,59.17,2024-01-04 23:35:28 UTC,-45.30625546479014,-10.674856199742145,-48.05694816402228,-16.002335418508245,1
2876,1084,17.25,2023-12-03 23:35:28 UTC,-45.91607237250625,-6.999500025900048,-55.1460571118411,-21.712027183786322,3
4442,1085,51.1,2023-07-25 23:35:28 UTC,-64.63771532173297,1.6368884444554013,-50.75808280486024,-0.5778258999429653,3
6347,1086,99.21,2023-08-24 23:35:28 UTC,-62.91118730261323,-30.022620762480116,-60.25749810553102,-24.50128294940102,2
3660,1087,73.22,2023-07-28 23:35:28 UTC,-62.04664590859478,1.0881565829760618,-66.58700957223832,2.043654294081314,2
6582,1088,98.54,2024-03-14 23:35:28 UTC,-55.322073506694814,-26.030748455018333,-61.859404566718524,-28.794873976963952,3
2738,1089,23.19,2024-01-12 23:35:28 UTC,-67.82826328717262,3.620358811457507,-71.5566900985088,-1.6043991137252576,3
8997,1090,78.78,2023-11-12 23:35:28 UTC,-35.21905809300869,-32.54438172349635,-48.69985916454165,-21.28702947044058,1
8161,1091,28.09,2024-02-29 23:35:28 UTC,-47.28672666324948,-15.687705367740477,-43.27244420179439,-1.7966192142520896,3
2141,1092,24.85,2023-10-22 23:35:28 UTC,-36.36710639938178,-9.236648390930203,-47.68141922705834,-14.384517663640235,1
3943,1093,99.21,2024-02-19 23:35:28 UTC,-56.46634454079138,-23.01978449255256,-58.80174300541256,-7.1027358266482565,4
8033,1094,91.36,2023-12-11 23:35:28 UTC,-40.32918495516558,-30.094127588930377,-39.08618708701147,-27.622386245275802,1
3890,1095,57.32,2023-09-12 23:35:28 UTC,-38.29318693686527,-16.297140510631753,-54.381688199153864,-24.20497687992154,1
6731,1096,45.33,2023-07-13 23:35:28 UTC,-63.127322807182146,-25.55708122680546,-66.64659724338543,-9.569640416911135,4
5760,1097,69.64,2024-01-27 23:35:28 UTC,-37.09203920354373,-7.699237079261504,-47.67359063896829,-13.60220429472697,4
4799,1098,82.81,2023-11-16 23:35:28 UTC,-44.90745559112921,-3.9139385344653483,-42.66248418324025,-21.52737524874409,4
8486,1099,21.77,2023-09-30 23:35:28 UTC,-54.31282478775561,-7.471548026574638,-37.91158834580449,-4.39820102628655,1
9971,1100,50.68,2024-01-26 23:35:28 UTC,-64.02443118694296,-23.637299342546914,-52.60134856913045,-11.40889913207598,4
5708,1101,73.61,2023-12-18 23:35:28 UTC,-56.83411981709682,3.375226149779593,-71.54239699907565,-4.457231281129747,3
1497,1102,90.81,2023-09-19 23:35:28 UTC,-46.58900926266058,1.7879656540031732,-49.571354688395715,-11.594115676096756,3
7565,1103,17.83,2023-07-07 23:35:28 UTC,-61.22210776721326,-5.194909371883991,-65.15354652984561,-7.137285778451098,4
9682,1104,83.6,2023-11-12 23:35:28 UTC,-45.516067684506915,-6.502730290603182,-48.906989470747746,-0.5132359620893823,1
7789,1105,12.47,2023-08-04 23:35:28 UTC,-59.49271929719057,-10.677724800328562,-64.17360257567792,-25.95319883101969,4
9628,1106,76.84,2024-04-23 23:35:28 UTC,-42.23053955470078,-22.568815344258752,-53.53728896265335,-16.12697852973783,3
7688,1107,63.62,2023-09-15 23:35:28 UTC,-49.735146245305614,-8.115993257582371,-41.63638944229797,-18.039013058333946,1
7370,1108,91.14,2024-06-02 23:35:28 UTC,-71.76388285192353,-9.563149410097171,-60.87915857997662,4.4067290341472685,3
7726,1109,26.53,2024-04-18 23:35:28 UTC,-57.55366764921422,-5.726604744136367,-67.03130066403897,-3.6154877586440257,4
9051,1110,99.28,2023-12-26 23:35:28 UTC,-61.3919548784663,-23.148484982600586,-45.36934715524986,-25.745040656554327,4
3469,1111,12.86,2023-09-24 23:35:28 UTC,-35.30052035489848,-10.18229742911674,-45.72711415505002,-6.2249749349790555,3
8556,1112,55.58,2024-01-19 23:35:28 UTC,-54.252245464440904,-16.653602080698295,-40.062035758523066,-16.230978749348463,2
2484,1113,16.96,2024-04-24 23:35:28 UTC,-67.66501453877888,-32.749828944696176,-62.900856089355386,-25.779178992185685,3
3963,1114,59.13,2023-10-26 23:35:28 UTC,-42.505146186365124,3.8262503589748817,-42.926168960026175,-2.539497754301891,2
6419,1115,88.71,2024-01-09 23:35:28 UTC,-52.9421268119336,-21.169094271074723,-43.49124880476576,-7.210153351178178,1
6965,1116,85.64,2023-10-14 23:35:28 UTC,-60.191903578861954,1.1873229666215792,-69.92380918130557,-3.8944422137420993,4
8042,1117,90.79,2024-05-12 23:35:28 UTC,-67.8522346758587,3.3961203804793314,-60.9516131142708,0.7453329142156235,1
8539,1118,54.25,2023-12-12 23:35:28 UTC,-72.23716830276226,-21.51927450975074,-65.35952892028611,-17.297953745221648,3
8420,1119,41.29,2024-02-08 23:35:28 UTC,-68.92469147449394,2.600617602445219,-51.560449047985095,-0.31609975565424975,4
4726,1120,29.85,2024-03-24 23:35:28 UTC,-61.5996556474034,-4.519408419757411,-65.88983460095344,-17.917724997313627,3
3132,1121,35.67,2024-05-09 23:35:28 UTC,-60.471963867037985,-32.69528239868307,-64.95803338562442,-24.85411657869325,2
3421,1122,46.66,2024-01-19 23:35:28 UTC,-48.3527883470103,-2.0513896591800282,-50.520297513806085,-0.5253015847054385,1
8958,1123,92.56,2024-04-29 23:35:28 UTC,-49.69569413597682,-9.916430003942676,-51.540111661274054,-23.150242830413973,2
1342,1124,48.33,2023-09-17 23:35:28 UTC,-44.18891679392,-19.589167536722783,-57.631048931795256,-21.268524414740092,2
6965,1125,86.57,2023-10-27 23:35:28 UTC,-50.95829961604851,-12.866950751715944,-44.32010495556254,-20.112252853090936,3
2270,1126,38.44,2024-03-05 23:35:28 UTC,-59.36853748000777,-6.5414465282208525,-57.40792125303446,-9.675749813932963,2
3880,1127,33.76,2023-10-22 23:35:28 UTC,-66.84728214392835,0.3922720087313962,-49.68923586677772,4.41975043956981,2
1909,1128,64.71,2023-07-09 23:35:28 UTC,-71.69399935471203,-1.636540832865144,-55.47007571482658,2.97753649134075,1
3326,1129,82.2,2024-07-03 23:35:28 UTC,-69.65545485819945,-20.86954673484461,-57.695682096495624,-15.467019630757523,3
3574,1130,67.92,2023-11-05 23:35:28 UTC,-58.68271847110152,-10.962754328381678,-73.4062948039528,-16.58087422647002,1
8428,1131,38.2,2024-06-12 23:35:28 UTC,-59.424470942553064,-10.441331179159263,-59.56688590134783,-3.01763868005321,1
8969,1132,93.45,2024-05-18 23:35:28 UTC,-45.550692836946226,-29.44455277363098,-58.92317738833941,-26.632800877918868,3
1289,1133,43.44,2023-08-15 23:35:28 UTC,-47.00478608372755,0.5011247175271691,-38.50312632957259,2.7863723912800253,2
5602,1134,58.38,2023-08-08 23:35:28 UTC,-35.93211746646447,-10.334936751561486,-38.28661406782572,-17.056207813510557,2
4261,1135,72.99,2024-04-12 23:35:28 UTC,-59.95016221450252,-30.532920136962957,-53.66775785972658,-27.516788338764712,3
5988,1136,34.4,2023-08-02 23:35:28 UTC,-67.21774181861024,-31.51554377807252,-72.57002572875179,-20.801861909457145,3
4477,1137,70.22,2024-05-27 23:35:28 UTC,-61.91801994124599,-3.269598068261452,-47.401854109456806,-0.4029370745722929,3
6325,1138,88.18,2023-10-05 23:35:28 UTC,-49.64178497876009,-16.13704057612771,-46.339595399653405,-26.230848870778274,4
3883,1139,74.93,2024-03-22 23:35:28 UTC,-70.29027894097956,-2.4986657533006564,-56.76337162900454,-9.34609388307467,4
5504,1140,31.61,2023-10-18 23:35:28 UTC,-66.33908607839112,-13.487765621388636,-61.07217914678344,-24.79496924546741,1
5807,1141,63.03,2023-11-06 23:35:28 UTC,-65.22653552308704,-1.605389116271752,-60.86675940137392,4.554741177768193,4
3350,1142,64.68,2024-03-23 23:35:28 UTC,-55.22448954248004,-32.881038213497874,-56.30199251330603,-32.974495845520806,4
4564,1143,25.05,2023-12-06 23:35:28 UTC,-55.89901017318565,-10.902456997407498,-56.79199690739545,-15.662971718027556,4
1630,1144,45.53,2024-02-11 23:35:28 UTC,-58.66989935175712,-0.26429111058012467,-50.815864704111874,-8.621345893456532,2
4727,1145,83.79,2023-09-13 23:35:28 UTC,-38.43449328798839,-2.400734473357918,-34.84491474186771,3.6259910396647754,3
9052,1146,54.83,2024-02-05 23:35:28 UTC,-55.913603308863344,-24.753603519432396,-58.981167432828386,-9.69573014068504,2
7149,1147,61.27,2023-11-25 23:35:28 UTC,-35.848016679206836,-12.048983853999239,-47.225008774953096,-17.281408406652325,1
6734,1148,40.15,2023-11-14 23:35:28 UTC,-42.58424222822112,-26.990910018977896,-54.20679841508536,-28.902307178049746,4
3042,1149,79.71,2024-04-14 23:35:28 UTC,-44.4929338544621,-2.93074423172051,-40.090611777517935,3.3694858461141877,2
2235,1150,77.41,2024-04-29 23:35:28 UTC,-62.965659779012846,-2.457407496699961,-67.17641542329692,-8.617021155989587,4
9827,1151,12.75,2023-10-23 23:35:28 UTC,-41.434862026077056,-5.5052421701302485,-45.88108178491219,-9.803984743549883,2
6520,1152,49.46,2024-01-26 23:35:28 UTC,-52.59782327176531,-5.324649833372469,-61.682017111187974,-4.176047139723213,4
2662,1153,12.73,2024-02-14 23:35:28 UTC,-46.295474086160176,-27.51715119216877,-41.38445536550055,-28.64775550095321,2
6636,1154,20.69,2024-01-28 23:35:28 UTC,-43.805099411105644,-1.021772938912143,-59.256576993182705,2.417012707135079,2
9941,1155,39.1,2024-06-25 23:35:28 UTC,-40.44963737237461,-6.417678985008976,-57.216698987914164,-11.596072282685626,4
7032,1156,72.39,2023-12-19 23:35:28 UTC,-53.0569829516035,-21.497199669196803,-45.73006863861469,-30.3544731878698,4
6360,1157,88.36,2023-09-20 23:35:28 UTC,-64.66474814683576,3.6154454937739686,-67.2252527834823,-10.77707202077779,3
7355,1158,74.1,2023-08-23 23:35:28 UTC,-42.13971826268724,-15.57380200547951,-39.06076692326923,-11.140630380852087,2
3119,1159,55.51,2024-04-15 23:35:28 UTC,-69.84877136299922,-11.971203204376604,-60.73649395437576,-12.896161193333032,4
8032,1160,73.97,2024-04-05 23:35:28 UTC,-59.51941163243987,-4.378545195726332,-52.78664387768031,-11.737445276995814,3
9908,1161,49.24,2024-05-11 23:35:28 UTC,-51.092396957685935,-3.1915377468355075,-41.33927158886672,3.7580959261825555,3
7015,1162,62.07,2023-10-24 23:35:28 UTC,-69.5947814910967,-12.895092680555209,-55.20230216971328,-6.767091335583352,2
3605,1163,78.01,2024-04-30 23:35:28 UTC,-66.94647547057411,4.547650677712063,-68.65707356176057,0.4087864497534923,3
1698,1164,80.23,2024-06-30 23:35:28 UTC,-49.59396736443742,-25.68464756610922,-59.48590381661305,-24.323449155083598,1
4614,1165,19.01,2023-09-21 23:35:28 UTC,-48.62899842330229,-27.60706136876047,-40.67338357347318,-30.234134304059772,4
7349,1166,24.98,2023-12-16 23:35:28 UTC,-68.9199829206353,-21.903083915467906,-63.231789098957975,-32.225384459268284,2
4787,1167,50.84,2023-12-13 23:35:28 UTC,-47.097562884366916,-30.249014229223842,-49.60399659719687,-16.275456738387692,2
5994,1168,28.94,2023-08-07 23:35:28 UTC,-50.84304269646857,-31.294497403199127,-46.813855673895745,-24.460952028194477,2
1048,1169,94.48,2023-07-12 23:35:28 UTC,-60.22010968660689,-10.202593111531442,-50.476988052816566,-20.823471821403743,2
9474,1170,57.75,2024-01-09 23:35:28 UTC,-57.87101330996197,-10.366200146445163,-64.69126000853976,-16.33897279916792,4
5252,1171,81.72,2023-07-05 23:35:28 UTC,-36.739268167511305,-15.503188841446043,-53.55051378865059,-12.771703373665577,1
3954,1172,14.19,2024-03-09 23:35:28 UTC,-45.17723026708312,-24.563578445419022,-58.04729906617922,-30.16709653056249,4
6567,1173,94.49,2024-01-21 23:35:28 UTC,-36.97293160018123,-33.689547161665445,-50.97611630453925,-24.726894465095796,4
5483,1174,24.78,2023-09-13 23:35:28 UTC,-40.58255019729561,-5.0390745448611085,-43.81183987824939,-17.698370553568076,3
4155,1175,45.53,2024-02-07 23:35:28 UTC,-35.060049534663584,-23.929385730016666,-46.78130387249991,-30.8895290038566,1
3861,1176,44.91,2023-11-01 23:35:28 UTC,-55.366811170629646,-31.027064302281904,-68.28005114455789,-25.683055862674397,4
3734,1177,29.41,2023-08-01 23:35:28 UTC,-72.24155072461926,-10.47700812905229,-69.8697701672502,-4.7075166944278095,3
5100,1178,23.51,2024-06-18 23:35:28 UTC,-51.17682753427803,5.231765204275007,-55.31180770658243,-11.111766419303876,2
3977,1179,34.23,2024-03-13 23:35:28 UTC,-36.92627680802696,-10.218754617356147,-35.435250350796956,-23.297955647998464,2
3858,1180,90.62,2023-11-29 23:35:28 UTC,-54.880716675841725,-16.738518688154603,-61.47866505030277,-16.062349629698627,3
4922,1181,97.74,2023-11-23 23:35:28 UTC,-61.84835469849941,-30.885629286576236,-61.960983922548266,-23.876535568676392,1
5939,1182,12.7,2023-09-22 23:35:28 UTC,-48.12390031081506,-21.00442515009056,-36.63609264535531,-11.160861279778505,4
7116,1183,48.52,2023-11-20 23:35:28 UTC,-57.714878735384545,-17.210319249101648,-70.06101552672747,-12.632802219594776,2
4773,1184,44.79,2023-08-07 23:35:28 UTC,-59.157475081760936,-26.309646241752873,-61.9795962143492,-22.032028893428524,3
1869,1185,85.75,2023-10-11 23:35:28 UTC,-64.28052941887931,0.8396657583470173,-54.669416336606,-10.497092154085799,4
8423,1186,64.45,2023-12-17 23:35:28 UTC,-39.868452939006026,-30.920776928106655,-36.48420857612675,-17.132397117661665,2
6454,1187,66.06,2023-08-30 23:35:28 UTC,-61.8442277472652,-28.31927149726274,-71.00613301316031,-32.76181974872177,1
8970,1188,74.29,2024-07-02 23:35:28 UTC,-68.24788392884176,5.228446086709482,-64.72312505717576,-9.921050905622248,4
4542,1189,69.57,2023-07-12 23:35:28 UTC,-64.74154600182187,-31.578064796411244,-70.41950005030958,-24.226704078225655,1
3708,1190,65.93,2023-09-26 23:35:28 UTC,-35.63345107682081,-27.684442807536673,-45.6087180421742,-33.01174044632161,3
1077,1191,63.73,2023-09-09 23:35:28 UTC,-67.3346668753772,-10.531738682932453,-64.67689748537144,-11.506227570142933,1
6429,1192,26.64,2023-10-21 23:35:28 UTC,-36.13224889831103,-17.93438706370187,-39.17774351659446,-26.20809914418406,2
1118,1193,37.17,2023-07-15 23:35:28 UTC,-45.447692112273444,-24.950945322805133,-62.171703627011276,-21.07957448982102,3
5691,1194,80.01,2024-05-17 23:35:28 UTC,-53.28748549758575,-13.421584416681725,-64.87715023786046,-10.833810928709763,2
5783,1195,65.48,2024-01-07 23:35:28 UTC,-54.851617806878224,-23.067204441600325,-40.49780071531051,-20.186963744479527,2
4959,1196,26.55,2024-03-25 23:35:28 UTC,-65.22709521389643,-3.955755484347762,-60.268456887915626,-9.568301047353057,1
4947,1197,99.93,2024-01-07 23:35:28 UTC,-67.73177681580887,-17.347602686445708,-73.8948781535838,-13.252732992388854,4
4357,1198,43.1,2023-11-25 23:35:28 UTC,-34.92097434471282,-16.288472507690653,-39.271930496564764,-11.180400992942019,4
7328,1199,95.22,2024-01-03 23:35:28 UTC,-48.87682700023129,-5.055374518388245,-46.891101267130594,-16.43480712774172,2
7726,1200,82.46,2024-06-07 23:35:28 UTC,-45.27405483671128,-9.10187319524291,-57.04133663221711,4.263243472265309,3
6973,1201,83.59,2023-08-03 23:35:28 UTC,-72.68942322925297,-5.679039008940876,-64.18588034758514,-3.334618517636823,2
1705,1202,25.12,2023-11-06 23:35:28 UTC,-56.349726746759856,3.562217961310573,-42.26216081453181,5.046443302014104,1
1472,1203,67.26,2024-05-16 23:35:28 UTC,-58.920646764129074,5.151901776730313,-67.36071259848175,-2.825307055190155,3
5045,1204,37.08,2023-07-27 23:35:28 UTC,-67.16949851884203,0.5511719249759466,-59.171070858632184,-4.040007682720972,1
1658,1205,79.97,2023-10-17 23:35:28 UTC,-45.11648128126632,0.3309336478172398,-38.133761901100826,-11.738648669031932,4
8751,1206,32.74,2024-02-03 23:35:28 UTC,-46.16275263769096,-11.116340444651595,-55.98078747981418,-6.64366273325588,1
4446,1207,68.23,2024-05-27 23:35:28 UTC,-45.78817631160369,-7.665064458476699,-38.50723394245605,-0.703659809826263,3
3706,1208,72.86,2024-05-05 23:35:28 UTC,-36.054143129157424,-9.573488477368421,-37.71247872663318,1.9695296965880758,1
7229,1209,20.31,2023-07-26 23:35:28 UTC,-53.00369586291981,-19.84629708511118,-55.19812743058861,-19.388184928739186,1
3309,1210,99.65,2023-10-09 23:35:28 UTC,-72.9695731809124,-31.51247429400491,-69.53799529327549,-17.318975316267437,1
4188,1211,44.29,2023-10-28 23:35:28 UTC,-65.25707908188252,-3.0815303541191383,-49.43921754587457,-8.685343274701182,4
8369,1212,15.08,2024-02-05 23:35:28 UTC,-51.52739280523669,-27.803502819650856,-37.95720726850939,-27.706164717647088,4
8517,1213,74.44,2023-09-01 23:35:28 UTC,-50.79922646371967,1.9519937283543385,-54.05118631587622,-8.181170980445096,4
9763,1214,46.69,2024-01-30 23:35:28 UTC,-65.68532534510734,-22.40263962073441,-53.20756762522559,-20.32076129399598,1
7167,1215,52.59,2024-04-25 23:35:28 UTC,-64.0046393913696,-16.834806379934943,-53.99768381685764,-7.705826395884664,4
1464,1216,12.55,2023-08-24 23:35:28 UTC,-67.19278094499983,-11.447507865301382,-73.834040404959,-21.84230174821521,3
7120,1217,52.9,2023-08-03 23:35:28 UTC,-69.03166365020292,-30.911873222691028,-66.08181648690633,-27.162091229183382,3
7186,1218,92.76,2023-09-26 23:35:28 UTC,-37.13164184302219,-28.927425649874323,-43.96958769190127,-28.71827647195319,3
7273,1219,86.9,2024-05-30 23:35:28 UTC,-67.06566040901885,2.2543950587678125,-65.99731115600947,4.799994514916307,3
2020,1220,62.62,2024-01-16 23:35:28 UTC,-68.77886785969434,-30.040029075947594,-71.95844699657339,-24.076701873864536,2
9242,1221,17.48,2023-08-10 23:35:28 UTC,-45.88441166636473,-25.731330264514984,-47.37622353620645,-29.176239208900732,4
6418,1222,93.91,2024-05-24 23:35:28 UTC,-48.502007251790374,-29.824903502098103,-51.710989512320054,-28.01075540201257,3
9938,1223,83.92,2023-10-31 23:35:28 UTC,-64.3532387584936,-9.009529673638063,-63.55510521630009,-25.90001016708297,2
8809,1224,20.26,2024-02-24 23:35:28 UTC,-62.873400413067685,-5.908643751772985,-69.56945192271122,-10.374717903906124,2
2124,1225,63.73,2023-07-24 23:35:28 UTC,-64.41889113785557,-22.575362976345666,-61.161857191860975,-31.026117362411703,3
5637,1226,30.54,2024-02-27 23:35:28 UTC,-57.38341708120747,-18.708961229914674,-61.942728019346944,-28.412572524074665,3
4108,1227,66.02,2024-02-19 23:35:28 UTC,-63.54220822767623,-31.73879794770724,-69.63216353633798,-14.914684736966699,3
5486,1228,83.85,2023-09-20 23:35:28 UTC,-70.11976506436463,-25.642628357423323,-64.74482781726073,-16.652198965241805,2
1867,1229,28.89,2024-01-19 23:35:28 UTC,-43.987103877859894,3.9103761578489724,-36.810071414437175,-2.3303643385030064,1
2547,1230,35.49,2024-06-30 23:35:28 UTC,-35.25627513121584,-21.594896970473798,-38.20016236421067,-23.50423127078664,3
5626,1231,95.71,2023-10-01 23:35:28 UTC,-56.729522060679756,-2.868077125463433,-69.72560951377764,-8.655507078337568,1
1909,1232,87.23,2024-05-09 23:35:28 UTC,-64.02194711249994,-28.931550810928613,-46.49144005900129,-25.752681562213724,2
9370,1233,60.21,2023-08-19 23:35:28 UTC,-58.30386705585781,-17.021065610113002,-50.476944478431676,-13.518160928961631,3
6485,1234,42.2,2024-06-22 23:35:28 UTC,-37.856834049701774,-18.08053465772556,-42.453891582791414,-27.33808980950687,2
3273,1235,78.59,2023-07-28 23:35:28 UTC,-58.524706194004665,-22.667078716053634,-47.38779105046557,-12.654275046155309,1
